阿拉伯語	阿拉伯语	Ālābóyǔ	Arabic (language)	[sound:cmn-阿拉伯语.mp3]
目瞪口呆	目瞪口呆	mùdèng-kǒudāi	dumbstruck (idiom), stupefied, stunned	[sound:cmn-目瞪口呆.mp3]
目睹	目睹	mùdǔ	behold, see with one's own eyes, witness	[sound:cmn-目睹.mp3]
目的地	目的地	mùdìdì	bourn, goal, destination, terminus, bourne	[sound:cmn-目的地.mp3]
目錄	目录	mùlù	beadroll, docket, catalog, contents, listing, catalogue, directory, muster, list, table of contents, bill, inventory, tabulation, cataloguer, table, cataloger, tabular matter, schedule	[sound:cmn-目录.mp3]
目中無人	目中无人	mùzhōng-wúrén	to consider everyone else beneath one (idiom), so arrogant that no-one else matters, condescending, to go about with one's nose in the air	[sound:cmn-目中无人.mp3]
沐浴露	沐浴露	mùyùlù	shower gel	[sound:cmn-沐浴露.mp3]
牧場	牧场	mùchǎng	pasture, grazing land, ranch	[sound:cmn-牧场.mp3]
募捐	募捐	mù juān	to solicit contributions, to collect donations	[sound:cmn-募捐.mp3]
牧民	牧民	mùmín	herdsman	[sound:cmn-牧民.mp3]
墓地	墓地	mùdì	cemetery, graveyard	[sound:cmn-墓地.mp3]
墓碑	墓碑	mùbēi	gravestone, tombstone	[sound:cmn-墓碑.mp3]
穆斯林	穆斯林	Mùsīlín	Muslim	[sound:cmn-穆斯林.mp3]
拿手	拿手	náshǒu	expert in, good at	[sound:cmn-拿手.mp3]
幕後	幕后	mùhòu	behind the scenes	[sound:cmn-幕后.mp3]
幕	幕	mù	m.[event]	[sound:cmn-幕.mp3]
吶喊	呐喊	nàhǎn	shout, rallying cry, cheering, to shout	[sound:cmn-呐喊.mp3]
納悶兒	纳闷儿	nàmènr5	puzzled, bewildered, erhua variant of 納悶|纳闷[na4 men4]	[sound:cmn-纳闷儿.mp3]
哪知道	哪知道	nǎzhīdào	Where to know	[sound:cmn-哪知道.mp3]
納稅	纳税	nà shuì	to pay taxes	[sound:cmn-纳税.mp3]
納入	纳入	nàrù	take_in, bring ... into, to intake, integrate, to subsume, channel ... into, incorporate, channel into, bring into, to bring into, to fit into	[sound:cmn-纳入.mp3]
納稅人	纳税人	nàshuìrén	taxpayer	[sound:cmn-纳税人.mp3]
乃至	乃至	nǎizhì	conj.: even, go so far as to	[sound:cmn-乃至.mp3]
耐	耐	nài	endure, durable, stand, withstand, be able to bear or endure, bear, resistance, resist	[sound:cmn-耐.mp3]
耐人尋味	耐人寻味	nàirénxúnwèi	thought-provoking, worth thinking over, to provide food for thought	[sound:cmn-耐人寻味.mp3]
乃	乃	nǎi	therefore	[sound:cmn-乃.mp3]
耐性	耐性	nàixìng	patience, endurance	[sound:cmn-耐性.mp3]
難處	难处	nánchu	trouble, difficulty, problem	[sound:cmn-难处.mp3]
南瓜	南瓜	nángua	pumpkin	[sound:cmn-南瓜.mp3]
難得一見	难得一见	nándéyījiàn	rarely seen	[sound:cmn-难得一见.mp3]
難怪	难怪	nánguài	no wonder	[sound:cmn-难怪.mp3]
難點	难点	nándiǎn	difficulty	[sound:cmn-难点.mp3]
難堪	难堪	nánkān	hard to take, embarrassed	[sound:cmn-难堪.mp3]
難關	难关	nánguān	difficulty, crisis	[sound:cmn-难关.mp3]
難為情	难为情	nánwéiqíng	embarrassed	[sound:cmn-难为情.mp3]
難以想象	难以想象	nányǐxiǎngxiàng	Unimaginable	[sound:cmn-难以想象.mp3]
難說	难说	nánshuō	Hard to say	[sound:cmn-难说.mp3]
撓	挠	náo	to scratch, to thwart, to yield	[sound:cmn-挠.mp3]
難以置信	难以置信	nányǐzhìxìn	hard to believe, incredible	[sound:cmn-难以置信.mp3]
惱羞成怒	恼羞成怒	nǎoxiū-chéngnù	to fly into a rage out of humiliation, to be ashamed into anger (idiom)	[sound:cmn-恼羞成怒.mp3]
腦海	脑海	nǎohǎi	brain, mind	[sound:cmn-脑海.mp3]
鬧事	闹事	nào shì	to cause trouble, to create a disturbance	[sound:cmn-闹事.mp3]
腦筋	脑筋	nǎojīn	way of thinking, ideas, head, mind, skull, brains	[sound:cmn-脑筋.mp3]
鬧著玩兒	闹着玩儿	nàozhewánr5	to play games, to joke around, to play a joke on sb	[sound:cmn-闹着玩儿.mp3]
內閣	内阁	nèigé	cabinet	[sound:cmn-内阁.mp3]
內存	内存	nèicún	internal storage, computer memory, random access memory (RAM)	[sound:cmn-内存.mp3]
內行	内行	nèiháng	expert, adept, experienced, an expert, a professional	[sound:cmn-内行.mp3]
內涵	内涵	nèihán	intension, comprehension, intention, connotation	[sound:cmn-内涵.mp3]
內幕	内幕	nèimù	inside story, non-public information, behind the scenes, internal	[sound:cmn-内幕.mp3]
內向	内向	nèixiàng	reserved (personality), introverted, (economics etc) domestic-oriented	[sound:cmn-内向.mp3]
嫩	嫩	nèn	old variant of 嫩[nen4], tender, delicate	[sound:cmn-嫩.mp3]
內需	内需	nèixū	domestic demand	[sound:cmn-内需.mp3]
能耗	能耗	nénghào	Energy consumption	[sound:cmn-能耗.mp3]
能人	能人	néngrén	capable person, Homo habilis, extinct species of upright East African hominid	[sound:cmn-能人.mp3]
能源	能源	néngyuán	energy sources, energy, juice, power sources, energy resources, the sources of energy, sources of energy	[sound:cmn-能源.mp3]
能耐	能耐	néngnai	ability, capability	[sound:cmn-能耐.mp3]
泥潭	泥潭	nítán	quagmire	[sound:cmn-泥潭.mp3]
尼龍	尼龙	nílóng	nylon (loanword)	[sound:cmn-尼龙.mp3]
泥土	泥土	nítǔ	dirt, muck, earth, marl, soil, soli, clay, clart	[sound:cmn-泥土.mp3]
擬定	拟定	nǐdìng	formulate, conjecture	[sound:cmn-拟定.mp3]
擬	拟	nǐ	intend, plan	[sound:cmn-拟.mp3]
匿名	匿名	nìmíng	anonymous	[sound:cmn-匿名.mp3]
逆	逆	nì	contrary, opposite, backwards, to go against, to oppose, to betray, to rebel	[sound:cmn-逆.mp3]
年畫	年画	niánhuà	New Year picture, New Year pictures	[sound:cmn-年画.mp3]
年限	年限	niánxiàn	age limit, fixed number of years	[sound:cmn-年限.mp3]
年薪	年薪	niánxīn	annual salary	[sound:cmn-年薪.mp3]
年夜飯	年夜饭	niányèfàn	New Year's Eve family dinner	[sound:cmn-年夜饭.mp3]
年邁	年迈	niánmài	old, aged	[sound:cmn-年迈.mp3]
年終	年终	niánzhōng	end of the year	[sound:cmn-年终.mp3]
念念不忘	念念不忘	niànniàn-bùwàng	to keep in mind constantly (idiom)	[sound:cmn-念念不忘.mp3]
黏	黏	nián	sticky, glutinous, to adhere, to stick	[sound:cmn-黏.mp3]
念書	念书	niàn shū	read, study	[sound:cmn-念书.mp3]
念頭	念头	niàntou	thing, purport, spirit, intention, idea, vision, notion, thought, train, intent	[sound:cmn-念头.mp3]
釀造	酿造	niàngzào	to brew, to make (wine, vinegar, soybean paste etc) by fermentation	[sound:cmn-酿造.mp3]
娘	娘	niáng	mother, young lady, (coll.) effeminate, variant of 娘[niang2]	[sound:cmn-娘.mp3]
鳥巢	鸟巢	niǎocháo	bird's nest, nickname for Beijing 2008 Olympic stadium	[sound:cmn-鸟巢.mp3]
捏	捏	niē	to hold between the thumb and fingers, to pinch, to mold (using the fingers), to hold (lit. in one's hand and fig.), to join together, to fabricate (a story, a report, etc), variant of 捏[nie1]	[sound:cmn-捏.mp3]
尿	尿	niào	to urinate, urine, CL:泡[pao1], see 尿[niao4]	[sound:cmn-尿.mp3]
凝聚	凝聚	níngjù	condense (of vapor), coalesce, concentrate	[sound:cmn-凝聚.mp3]
凝固	凝固	nínggù	to freeze, to solidify, to congeal, fig. with rapt attention	[sound:cmn-凝固.mp3]
寧可	宁可	nìngkě	(would) rather, better	[sound:cmn-宁可.mp3]
擰	拧	níng	to pinch, wring, mistake, to twist, stubborn	[sound:cmn-拧.mp3]
寧願	宁愿	nìngyuàn	prefer, (would) rather, better, choose	[sound:cmn-宁愿.mp3]
扭曲	扭曲	niǔqū	distort	[sound:cmn-扭曲.mp3]
扭頭	扭头	niǔ tóu	to turn one's head, to turn around	[sound:cmn-扭头.mp3]
扭轉	扭转	niǔzhuǎn	turn round/back, reverse, remedy (a situation)	[sound:cmn-扭转.mp3]
紐帶	纽带	niǔdài	tie, link, bond	[sound:cmn-纽带.mp3]
紐扣	纽扣	niǔkòu	button	[sound:cmn-纽扣.mp3]
農場	农场	nóngchǎng	rancher, pen, farming, wick, ranch, hacienda, grange, farm, homestead, farmstead, plantation, steading, land	[sound:cmn-农场.mp3]
農曆	农历	nónglì	farmer's_calendar, lunar calendar, lunar_calendar	[sound:cmn-农历.mp3]
農民工	农民工	nóngmíngōng	migrant workers	[sound:cmn-农民工.mp3]
濃縮	浓缩	nóngsuō	to concentrate (a liquid), concentration, espresso coffee, abbr. for 意式濃縮咖啡|意式浓缩咖啡	[sound:cmn-浓缩.mp3]
農作物	农作物	nóngzuòwù	(farm) crops	[sound:cmn-农作物.mp3]
濃郁	浓郁	nóngyù	rich, strong, heavy (fragrance), dense, full-bodied, intense	[sound:cmn-浓郁.mp3]
濃厚	浓厚	nónghòu	thick, strong, dense, rich, pronounced	[sound:cmn-浓厚.mp3]
濃重	浓重	nóngzhòng	dense, thick, strong, rich (colors), heavy (aroma), deep (friendship), profound (effect)	[sound:cmn-浓重.mp3]
弄虛作假	弄虚作假	nòngxū-zuòjiǎ	to practice fraud (idiom), by trickery	[sound:cmn-弄虚作假.mp3]
奴隸	奴隶	núlì	slave	[sound:cmn-奴隶.mp3]
暖烘烘	暖烘烘	nuǎnhōnghōng	nice and warm, cosy, heartwarming	[sound:cmn-暖烘烘.mp3]
虐待	虐待	nüèdài	to mistreat, to maltreat, to abuse, mistreatment, maltreatment	[sound:cmn-虐待.mp3]
女婿	女婿	nǚxu	daughter's husband, son-in-law	[sound:cmn-女婿.mp3]
諾言	诺言	nuòyán	promise	[sound:cmn-诺言.mp3]
哦	哦	ó	particle: used when informing sb. of st. (to draw people's attention); indicating mild imperative/suggestion/exclamation/guess/etc.	[sound:cmn-哦.mp3]
挪	挪	nuó	to shift, to move	[sound:cmn-挪.mp3]
毆打	殴打	ōudǎ	beat up, come to blows	[sound:cmn-殴打.mp3]
嘔吐	呕吐	ǒutù	heave, barf, sick, puke, gag, vomit, cat, upchuck, reject, spew, vomitive, disgorge, bring_up, be sick, regorge, heave_up, throw up	[sound:cmn-呕吐.mp3]
拍板	拍板	pāibǎn	clapper-board, auctioneer's hammer, to beat time with clappers	[sound:cmn-拍板.mp3]
拍賣	拍卖	pāimài	to auction, auction sale, to sell at a reduced price	[sound:cmn-拍卖.mp3]
趴	趴	pā	to lie on one's stomach, to lean forward, resting one's upper body (on a desktop etc), (Taiwan) percent	[sound:cmn-趴.mp3]
排放	排放	páifàng	discharge, drain off (gas/etc.)	[sound:cmn-排放.mp3]
拍戲	拍戏	pāi xì	to shoot a movie	[sound:cmn-拍戏.mp3]
排練	排练	páiliàn	to rehearse, rehearsal	[sound:cmn-排练.mp3]
排斥	排斥	páichì	repel, exclude, reject	[sound:cmn-排斥.mp3]
徘徊	徘徊	páihuái	perambulate, fluctuate, roll, hesitation, mosey, pace up and down, tarry, divagate, peripatetic, roam, stray, vacillate, linger, hover, rove, cast, pace back and forth, cruise, stravage, dally, maunder, wander, loiter, stroll, stooge, waver, drift, on the prowl, range, swan, hang_around, prowl, vagabond, fluctuation, ramble, hesitate, traik, skulk	[sound:cmn-徘徊.mp3]
派別	派别	pàibié	denomination, group, school, faction, school of thought	[sound:cmn-派别.mp3]
牌照	牌照	páizhào	(business) licence, vehicle licence, car registration, licence plate	[sound:cmn-牌照.mp3]
派遣	派遣	pàiqiǎn	to send (on a mission), to dispatch	[sound:cmn-派遣.mp3]
攀昇	攀升	pānshēng	to clamber up, (of prices etc) to rise	[sound:cmn-攀升.mp3]
盤算	盘算	pánsuan	to plot, to scheme, to calculate	[sound:cmn-盘算.mp3]
盤	盘	pán	m.[event]	[sound:cmn-盘.mp3]
判處	判处	pànchǔ	to sentence, to condemn	[sound:cmn-判处.mp3]
判定	判定	pàndìng	to judge, to decide, judgment, determination	[sound:cmn-判定.mp3]
盼	盼	pàn	hope/long for, expect	[sound:cmn-盼.mp3]
判決	判决	pànjué	adjudge	[sound:cmn-判决.mp3]
叛逆	叛逆	pànnì	to rebel, to revolt, a rebel	[sound:cmn-叛逆.mp3]
龐大	庞大	pángdà	huge, immense	[sound:cmn-庞大.mp3]
旁觀	旁观	pángguān	spectator, non-participant	[sound:cmn-旁观.mp3]
拋	抛	pāo	to throw, to toss, to fling, to cast, to abandon	[sound:cmn-抛.mp3]
拋開	抛开	pāokāi	to throw out, to get rid of	[sound:cmn-抛开.mp3]
刨	刨	páo	variant of 刨[bao4], to dig, to excavate, (coll.) to exclude, not to count, to deduct, to subtract	[sound:cmn-刨.mp3]
拋棄	抛弃	pāoqì	dispose, cast aside, toss away, toss, lurch, throw out, put away, reject, abandonment, chuck, ditch, jettison, slough, renounce, flee, throw away, give up, desert, cast out, desolate, doff, chuck_out, fling, jilt, forgo, chuck out, discard, abandon, toss out, cast away, forsake	[sound:cmn-抛弃.mp3]
跑車	跑车	pǎochē	racing bicycle, sporting bicycle, sports car, logging truck, on the job (of a train conductor)	[sound:cmn-跑车.mp3]
跑道	跑道	pǎodào	track, lane, starting-rail, runway, course, chicane, tract, racetrack, racecourse, raceway	[sound:cmn-跑道.mp3]
跑龍套	跑龙套	pǎo lóngtào	to play a small role	[sound:cmn-跑龙套.mp3]
泡沫	泡沫	pàomò	foam, (soap) bubble, (economic) bubble	[sound:cmn-泡沫.mp3]
陪伴	陪伴	péibàn	to accompany	[sound:cmn-陪伴.mp3]
陪葬	陪葬	péizàng	to be buried with or next to dead person (of deceased's partner, or of funerary objects)	[sound:cmn-陪葬.mp3]
賠錢	赔钱	péi qián	to lose money, to pay for damages	[sound:cmn-赔钱.mp3]
胚胎	胚胎	pēitāi	embryo	[sound:cmn-胚胎.mp3]
佩服	佩服	pèifu	admire	[sound:cmn-佩服.mp3]
配件	配件	pèijiàn	component, part, fitting, accessory, replacement part	[sound:cmn-配件.mp3]
配送	配送	pèisòng	distribution, delivery	[sound:cmn-配送.mp3]
配偶	配偶	pèiǒu	spouse	[sound:cmn-配偶.mp3]
配音	配音	pèi yīn	dubbing (filmmaking)	[sound:cmn-配音.mp3]
噴泉	喷泉	pēnquán	fountain	[sound:cmn-喷泉.mp3]
抨擊	抨击	pēngjī	attack (in speech/writing), assail	[sound:cmn-抨击.mp3]
烹調	烹调	pēngtiáo	to cook, cooking	[sound:cmn-烹调.mp3]
鵬程萬里	鹏程万里	péngchéng-wànlǐ	the fabled roc flies ten thousand miles (idiom), one's future prospects are brilliant	[sound:cmn-鹏程万里.mp3]
蓬勃	蓬勃	péngbó	full of vitality, vigorous, rising, flourishing	[sound:cmn-蓬勃.mp3]
膨脹	膨胀	péngzhàng	expand, swell, inflate	[sound:cmn-膨胀.mp3]
捧	捧	pěng	hold/carry sth. level in both hands, boost, boast, exalt, flatter	[sound:cmn-捧.mp3]
捧場	捧场	pěng chǎng	to cheer on (originally esp. as paid stooge), to root for sb, to sing sb's praises, to flatter	[sound:cmn-捧场.mp3]
碰釘子	碰钉子	pèng dīngzi	to meet with a rebuff	[sound:cmn-碰钉子.mp3]
碰巧	碰巧	pèngqiǎo	by chance, by coincidence, to happen to	[sound:cmn-碰巧.mp3]
碰上	碰上	pèngshàng	to run into, to come upon, to meet	[sound:cmn-碰上.mp3]
碰撞	碰撞	pèngzhuàng	to collide, collision	[sound:cmn-碰撞.mp3]
批發	批发	pīfā	wholesale, bulk trade, distribution	[sound:cmn-批发.mp3]
批判	批判	pīpàn	criticize	[sound:cmn-批判.mp3]
劈	劈	pī	to hack, to chop, to split open, (of lightning) to strike, to split in two, to divide	[sound:cmn-劈.mp3]
披露	披露	pīlù	to reveal, to publish, to make public, to announce	[sound:cmn-披露.mp3]
皮帶	皮带	pídài	strap, leather belt, CL:條|条[tiao2],根[gen1]	[sound:cmn-皮带.mp3]
疲憊不堪	疲惫不堪	píbèibùkān	Exhausted	[sound:cmn-疲惫不堪.mp3]
疲憊	疲惫	píbèi	beaten, exhausted, tired	[sound:cmn-疲惫.mp3]
疲倦	疲倦	píjuàn	to tire, tired	[sound:cmn-疲倦.mp3]
疲勞	疲劳	píláo	fatigue, wearily, weariness, weary	[sound:cmn-疲劳.mp3]
脾	脾	pí	spleen	[sound:cmn-脾.mp3]
匹配	匹配	pǐpèi	to mate or marry, to match, matching, compatible	[sound:cmn-匹配.mp3]
譬如	譬如	pìrú	for example, such as	[sound:cmn-譬如.mp3]
媲美	媲美	pìměi	to match, is comparable with	[sound:cmn-媲美.mp3]
譬如說	譬如说	pìrúshuō	for example, such as	[sound:cmn-譬如说.mp3]
僻靜	僻静	pìjìng	lonely, secluded	[sound:cmn-僻静.mp3]
偏差	偏差	piānchā	deviation, error	[sound:cmn-偏差.mp3]
偏方	偏方	piānfāng	folk remedy, home remedy	[sound:cmn-偏方.mp3]
偏見	偏见	piānjiàn	prejudice	[sound:cmn-偏见.mp3]
片子	片子	piānzi	a roll of film, film, movie, record, album	[sound:cmn-片子.mp3]
偏僻	偏僻	piānpì	remote, desolate, far from the city	[sound:cmn-偏僻.mp3]
偏偏	偏偏	piānpiān	just, but, only	[sound:cmn-偏偏.mp3]
偏向	偏向	piānxiàng	partial towards sth, to prefer, to incline, erroneous tendencies (Leftist or Revisionist deviation)	[sound:cmn-偏向.mp3]
篇幅	篇幅	piānfu	length (of a piece of writing), space occupied on a printed page	[sound:cmn-篇幅.mp3]
偏遠	偏远	piānyuǎn	remote, faraway	[sound:cmn-偏远.mp3]
騙人	骗人	piàn rén	to cheat sb, a scam	[sound:cmn-骗人.mp3]
片段	片段	piànduàn	part, extract, fragment	[sound:cmn-片段.mp3]
漂	漂	piào	to float, to drift, to bleach, elegant, polished	[sound:cmn-漂.mp3]
飄	飘	piāo	blow about, float, blow/drift about, flutter, wave, blow, drift about	[sound:cmn-飘.mp3]
票房	票房	piàofáng	box office	[sound:cmn-票房.mp3]
撇	撇	piē	to cast away, to fling aside, to throw, to cast, left-slanting downward brush stroke (calligraphy)	[sound:cmn-撇.mp3]
拼搏	拼搏	pīnbó	to struggle, to wrestle	[sound:cmn-拼搏.mp3]
貧富	贫富	pínfù	poor and rich	[sound:cmn-贫富.mp3]
拼命	拼命	pīn mìng	go all out regardless of danger to one's life, fight desperately, exerting the utmost strength, risk life, make death-defying effort, defy death, risk one's life, with all one's might	[sound:cmn-拼命.mp3]
貧窮	贫穷	pínqióng	poor, needy	[sound:cmn-贫穷.mp3]
頻頻	频频	pínpín	again and again, repeatedly	[sound:cmn-频频.mp3]
品嘗	品尝	pǐncháng	to taste a small amount, to sample	[sound:cmn-品尝.mp3]
頻率	频率	pínlǜ	relative frequency, frequency, periodicity	[sound:cmn-频率.mp3]
品德	品德	pǐndé	moral character	[sound:cmn-品德.mp3]
品行	品行	pǐnxíng	behavior, moral conduct	[sound:cmn-品行.mp3]
品位	品位	pǐnwèi	rank, grade, quality, (aesthetic) taste	[sound:cmn-品位.mp3]
聘用	聘用	pìnyòng	to employ, to hire	[sound:cmn-聘用.mp3]
乒乓球	乒乓球	pīngpāngqiú	table tennis, ping-pong, table tennis ball, CL:個|个[ge4]	[sound:cmn-乒乓球.mp3]
聘	聘	pìn	engage, invite	[sound:cmn-聘.mp3]
聘任	聘任	pìnrèn	to appoint (to a position), appointed	[sound:cmn-聘任.mp3]
平常心	平常心	píngchángxīn	Ordinary heart	[sound:cmn-平常心.mp3]
平淡	平淡	píngdàn	flat, dull, ordinary, nothing special	[sound:cmn-平淡.mp3]
平和	平和	pínghé	calm, pacify, composed, moderate, gentle	[sound:cmn-平和.mp3]
平價	平价	píngjià	reasonably priced, inexpensive, to keep prices down, (currency exchange) parity	[sound:cmn-平价.mp3]
平面	平面	píngmiàn	smooth, planar, planeness, plane, tabulate, level, flatness, two-dimensionality, table, sheet, horizontal surface, flat	[sound:cmn-平面.mp3]
平民	平民	píngmín	vulgus, ragtag, commonality, third estate, plebe, populace, civvy, commoner, common people, rabble, the populace, multitude, ceorl, citizen, commonage, commonalty, common person, mister, roturier, plebeian, people, plebs, democracy, commons, the common people, mass, pleb, civilian, common man	[sound:cmn-平民.mp3]
平息	平息	píngxī	to settle (a dispute), to quieten down, to suppress	[sound:cmn-平息.mp3]
評定	评定	píngdìng	to evaluate, to make one's judgment	[sound:cmn-评定.mp3]
